編號,答案,類近題目
2021,"📌 參考答案 (Suggested Answer)
✅ A. 彼此遺傳上完全相同。
✅ A. They are genetically identical.

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

無性繁殖的後代：基因組成與母體完全相同 → 沒有基因變異。

Asexual reproduction offspring: genetically identical to the parent → no genetic variation.

結果：適應力較低，面對環境改變時不利，較容易被自然淘汰。

Result: lower adaptability; disadvantaged when the environment changes → more easily eliminated by natural selection.

錯誤選項解析：

B ❌：競爭激烈可發生在有性或無性繁殖個體中，不是差別所在。
B ❌: Intense competition can occur in both modes, not a unique difference.
C ❌：進佔新環境不是繁殖目的，與性/無性繁殖差異無關。
C ❌: Colonizing new environments is not directly tied to the difference.
D ❌：速生長可見於兩者，差別點在是否有 基因多樣性。
D ❌: Rapid growth can happen in both; the key difference is genetic diversity.
📌 考試提醒 (Exam Tips)
無性繁殖 (asexual reproduction) → offspring genetically identical → 適應變化環境能力低。

有性繁殖 (sexual reproduction) → offspring genetically diverse → 提高適應力，增加存活機會。

關鍵差異：是否有基因變異 (genetic variation)，這是自然選擇的基礎。

Key difference: presence of genetic variation, which is the foundation of natural selection.",
2022,"📌 參考答案 (Suggested Answer)
✅ C.

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

在顯微鏡下，影像會顛倒 (inverted)。 → 若影像看起來往下移，實際上要把玻片往遠離觀察者的方向移動，才能讓目標（維管束 Vb）回到視野中央。

Under a microscope, images are inverted. → If the image appears to move down, you need to move the slide away from the observer to reposition the vascular bundle (Vb) at the center of the field.

換用高倍數物鏡之前（由 4X → 10X → 40X），必須先讓觀察物正確居中，否則可能會看不到。

Before switching to higher magnification (from 4X → 10X → 40X), the specimen must be centered; otherwise, it will be out of view.

正確步驟：

玻片移動，使 Vb 居中。
換成 10X 物鏡，重新調焦。
Correct steps:

Move the slide to center the Vb.
Switch to 10X objective and refocus.
📌 考試提醒 (Exam Tips)
先居中 → 再換高倍 → 再調焦

Center first → switch to higher magnification → refocus

記得：顯微鏡下影像是上下左右顛倒的 (inverted and reversed)。

Remember: Microscope images are inverted (upside-down and reversed).

若影像往下 → 玻片要往 遠離觀察者 移；影像往右 → 玻片要往 左 移。

If the image moves down → slide should be moved away from you;
if the image moves right → slide should be moved to the left.",
2023,"📌 參考答案 (Suggested Answer)
✅ B. 它往上運輸礦物質。
✅ B. It transports minerals upward.

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

圖中標示的組織 Z = 木質部 (xylem)。

The tissue Z = xylem.

木質部的功能：利用蒸騰拉力 (transpiration pull) 與水柱的連續性，將根吸收的 水分和礦物質 往上運送到莖、葉。

Function: through transpiration pull and cohesion of the water column, xylem moves water and minerals upward from the root to the stem and leaves.

錯誤選項：

A ❌：蛋白質並非以木質部運輸。
A ❌: Proteins are not transported by xylem.
C ❌：水分運輸方向是往上，不是往下。
C ❌: Water transport direction is upward, not downward.
D ❌：糖分運輸是韌皮部 (phloem) 功能。
D ❌: Sugars are transported by phloem, not xylem.
📌 考試提醒 (Exam Tips)
木質部 Xylem → 運輸 水分 + 礦物質，方向主要 向上。

Xylem → transports water + minerals, mainly upward.

韌皮部 Phloem → 運輸 有機養分 (糖分等)，方向 向上或向下皆可。

Phloem → transports organic nutrients (e.g. sugars), direction both upward and downward.

記法：「木上礦水，韌全向糖」

木質部：往上運水與礦物質
韌皮部：各方向運糖",
2024,"📌 參考答案 (Suggested Answer)
✅ B. 細胞壁 Cell wall

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

在圖 Y 中有 木質部導管 (xylem vessels)，這些細胞已經死亡，因此 沒有液泡、細胞質、細胞膜。

In figure Y, there are xylem vessels, which are dead cells, so they lack vacuoles, cytoplasm, and cell membranes.

但它們仍保留 細胞壁 (cell wall)，這是所有植物細胞共有的結構，也是木質部加強支撐的來源。

However, they retain their cell walls, which is a structure present in all plant cells and provides mechanical support for xylem.

因此，只有「細胞壁」可以在圖 Y 所示的所有細胞內找到。

Therefore, only the “cell wall” can be found in all cells shown in figure Y.

📌 考試提醒 (Exam Tips)
木質部細胞：死細胞 → 有細胞壁，無細胞膜/細胞質/液泡。

Xylem cells: dead → have cell walls, but no cell membrane, cytoplasm, or vacuole.

區別：

細胞壁 Cell wall → 所有植物細胞皆有 (包括死細胞)。
細胞膜 Cell membrane、細胞質 Cytoplasm、液泡 Vacuole → 只存在於活細胞。
考試技巧：題目若強調「所有細胞都有」→ 答案幾乎總是 細胞壁。

Exam tip: If the question stresses “all cells have it” → The answer is almost always cell wall.
",
2025,"📌 參考答案 (Suggested Answer)
✅ A. 珠珠形成種子。
✅ A. Ovule develops into seed.

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

正確 (A)：胚珠 (ovule) 在受精後會發育成 種子 (seed)。

Correct (A): The ovule, after fertilization, develops into a seed.

錯誤選項 (Wrong options):

B ❌：子房 (ovary) 的壁發育成果實的外壁 (fruit wall)，種皮 (seed coat) 來自胚珠外層。
B ❌: The ovary wall develops into the fruit wall, while the seed coat develops from the ovule integument.
C ❌：花粉粒 (pollen grain) 是雄配子 (male gamete) 的載體，不是雄配子本身。
C ❌: A pollen grain is the carrier of the male gamete, not the gamete itself.
D ❌：花絲 (filament) 只有支撐功能，花粉粒生成於花藥 (anther)。
D ❌: The filament’s role is support; pollen grains are formed in the anther.
📌 考試提醒 (Exam Tips)
胚珠 → 種子 (Ovule → Seed)

子房 → 果實 (Ovary → Fruit)

花藥產生花粉粒 (Anther produces pollen grains)

花粉粒攜帶雄配子 (Pollen grain carries male gamete)

常見混淆：

種皮來源：胚珠外皮，不是子房壁。
雄配子 = 精子 (sperm cell)，不是花粉粒。",
2026,"📌 答案 (Answer)
D

📌 詳細解釋 第2 (Detailed Explanation Step 2)
根毛是表皮細胞分化出的延伸結構，功能是吸收水分與礦物質。
Root hairs are extensions of epidermal cells that function in absorbing water and minerals.

根冠 (A)：保護根尖，細胞會不斷脫落與補充，沒有根毛。

Root cap (A): Protects the root tip; cells are constantly shed and replaced, no root hairs here.

延長區 (B) 與 細胞分裂區 (C)：細胞未分化，沒有特定功能，因此沒有根毛。

Elongation zone (B) and cell division zone (C): cells are undifferentiated, without specialized functions, hence no root hairs.

分化區 (D)：細胞開始分化成具特定功能的細胞，如導管、皮層細胞與根毛細胞。

Differentiation zone (D): cells differentiate into specialized types such as xylem, cortex, and root hair cells.

因此，根毛只出現在分化區。
Therefore, root hairs are found only in the differentiation zone.

📌 考試提醒 (Exam Tips)
根毛不是所有區都有，只出現在分化區。
Root hairs only appear in the differentiation zone, not the other zones.

掌握「分裂 → 延長 → 分化 → 根毛」的順序，有助於快速作答。
Remember the order “division → elongation → differentiation → root hair” for quick recall.

根冠的功能是保護，而不是吸收。
The root cap’s role is protection, not absorption.",
2027,"📌 參考答案 (Suggested Answer)
✅ C. 只有 P 和 Q

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

對照實驗裝置 (control setup)：是不含自變項的裝置，用來與實驗組作比較。

Control setup: an apparatus where the independent variable is not applied, used for comparison with the experimental group.

在此研究中，自變項是 生長素 (auxin)。

In this investigation, the independent variable is auxin.

因此，不添加生長素的裝置 P 和 Q 就是對照組：

P：切去頂端但沒有加東西。
Q：加普通瓊脂塊（不含生長素）。
Therefore, P and Q are the control setups:

P: apex removed but nothing added.
Q: agar block without auxin applied.
其他裝置 R、S、T 都含有生長素處理，所以屬於實驗組。

The other setups (R, S, T) include auxin treatments, so they are experimental groups.

📌 考試提醒 (Exam Tips)
對照組 = 沒有處理 (no manipulation) / 不含自變項

Control = no treatment / no independent variable

P、Q：對照 (controls)

R、S、T：實驗 (experiments with auxin)

記法：Control = Plain setup，Experiment = With treatment

Mnemonic: Control = Plain setup, Experiment = With treatment
",
2028,"📌 答案 (Answer)
B

📌 詳細解釋 第2 (Detailed Explanation Step 2)
實驗設計中，所有胚芽鞘的頂端都被切去，然後以不同處理進行比較。
In the experiment, the coleoptile tips were all cut off, and then different treatments were applied.

Q：普通瓊脂塊放在切端，胚芽鞘不再顯著生長。

Q: Plain agar block at the tip → no significant growth of coleoptile.

R：含生長素的瓊脂塊放在切端，明顯促進胚芽鞘的生長。

R: Agar block with auxin placed on tip → coleoptile grows significantly.

S、T：含生長素的瓊脂塊偏向一側，導致胚芽鞘彎曲生長（向一側較多）。

S, T: Agar block with auxin placed to one side → coleoptile bends toward the opposite side.

→ 結果顯示 生長素刺激胚芽鞘生長，同時彎曲現象證明了生長素的不均勻分布會導致差異性伸長。
→ Results show auxin stimulates coleoptile growth, and bending indicates uneven auxin distribution causes differential elongation.

因此正確結論是 B。
Thus, the correct conclusion is B.

📌 考試提醒 (Exam Tips)
胚芽鞘生長與「頂端與生長素」有關，而不是頂端細胞本身。
Coleoptile growth is due to the tip producing auxin, not the structural cells themselves.

彎曲生長表示激素會隨位置不同而產生不均勻效果。
Bending indicates hormones act unevenly depending on their distribution.

這個實驗是著名的「Went 生長素實驗」延伸。
This experiment is an extension of the classic Went’s auxin experiment.",
2029,"📌 答案 (Answer)
C

📌 詳細解釋 第2 (Detailed Explanation Step 2)
霍亂 (Cholera)：病原體是細菌──霍亂弧菌，透過水或受污染食物傳播。

Cholera: Caused by a bacterium Vibrio cholerae, transmitted through water or contaminated food.

乙型肝炎 (Hepatitis B)：病原體是病毒（乙型肝炎病毒），主要透過血液、體液傳染。

Hepatitis B: Caused by a virus (Hepatitis B virus), transmitted mainly via blood and body fluids.

因此，正確答案是 C：乙型肝炎－病毒－體液傳染。
Therefore, the correct answer is C: Hepatitis B – virus – body fluid transmission.

📌 考試提醒 (Exam Tips)
霍亂 → 細菌 → 水或食物。
Cholera → Bacterium → Water/Food.

乙型肝炎 → 病毒 → 體液傳染（輸血、性行為、共用針具）。
Hepatitis B → Virus → Body fluids (blood transfusion, sexual contact, shared needles).

記住：食源性傳染不一定都是細菌，必須分清楚例子。
Remember: Not all foodborne infections are bacterial, so distinguish examples carefully.",
2030,"📌 答案 (Answer)
C

📌 詳細解釋 第2 (Detailed Explanation Step 2)
免疫力指的是特異性防禦機制，主要由淋巴細胞（如 B 細胞與 T 細胞）執行。
Immunity refers to specific defense mechanisms, mainly carried out by lymphocytes (B cells and T cells).

吞噬作用 (A)：屬於非特異性防禦，由吞噬細胞（如巨噬細胞）進行。

Phagocytosis (A): Part of nonspecific defense, carried out by phagocytes (e.g., macrophages).

炎症 (B)：屬於非特異性防禦，反應是血管擴張與免疫細胞聚集。

Inflammation (B): A nonspecific defense, involving vasodilation and immune cell recruitment.

血凝塊 (D)：屬於非特異性防禦，用來防止病原體進入與傷口感染。

Blood clotting (D): Also a nonspecific defense, preventing pathogen entry through wounds.

記憶細胞 (C)：屬於特異性免疫，能記住特定病原體，再次感染時快速反應，提供真正免疫力。

Memory cells (C): Belong to specific immunity, remembering pathogens and responding faster upon reinfection, providing true immunity.

因此，正確答案是 C。
Thus, the correct answer is C.

📌 考試提醒 (Exam Tips)
非特異性防禦：第一道與第二道防線（如皮膚、吞噬作用、炎症、凝血）。
Nonspecific defenses: first and second lines (e.g., skin, phagocytosis, inflammation, clotting).

特異性防禦：第三道防線，由淋巴細胞與抗體參與。
Specific defenses: third line, involving lymphocytes and antibodies.

看到「免疫力」，要聯想到記憶細胞或抗體反應。
When you see “immunity,” think of memory cells or antibody responses.",
2031,"📌 答案 (Answer)
D

📌 詳細解釋 第2 (Detailed Explanation Step 2)
個體 1
血糖從 0–120 分鐘持續上升並維持高水平，胰島素卻沒有明顯增加 → 顯示 胰島素分泌不足 → 第一型糖尿病。
Individual 1
Blood glucose keeps rising (0–120 min) and remains high, but insulin secretion barely increases → insulin deficiency → Type I diabetes.

個體 2
血糖和胰島素水平均上升，隨後下降 → 表明胰島素能有效降低血糖 → 正常，沒有糖尿病。
Individual 2
Both blood glucose and insulin rise, then decline → insulin effectively lowers glucose → healthy (no diabetes).

個體 3
血糖和胰島素水平均上升，但都維持在高水平 → 顯示胰島素有分泌，但作用效果差 → 第二型糖尿病。
Individual 3
Both glucose and insulin rise and stay high → insulin present but ineffective → Type II diabetes.

因此答案是 D：個體1 → 一型糖尿病；個體2 → 沒有糖尿病；個體3 → 二型糖尿病。
Therefore, answer is D: Individual 1 → Type I diabetes; Individual 2 → No diabetes; Individual 3 → Type II diabetes.

📌 考試提醒 (Exam Tips)
Type I：胰島素分泌不足 → 血糖上升但胰島素曲線平。

Type I: No insulin secretion → glucose up, insulin flat.

Type II：胰島素有分泌，但作用效果差 → 血糖和胰島素都偏高。

Type II: Insulin secreted but ineffective → both glucose & insulin remain high.

正常：血糖升高 → 胰島素上升 → 血糖下降。

Normal: Glucose rises → insulin rises → glucose falls.
",
2032,"📌 答案 (Answer)
B

📌 詳細解釋 第2 (Detailed Explanation Step 2)
題目圖表顯示：生物 X 與 Y 的族群數變化呈現 平行波動。
The graph shows: the population sizes of organisms X and Y fluctuate in parallel.

若是 捕食 (A)：一方上升 → 另一方下降，族群數會呈現相位差。

If it were predation (A): when one rises, the other falls (phase difference).

若是 競爭 (C)：一方增多，另一方應減少，不會呈現平行波動。

If it were competition (C): one increases while the other decreases, not parallel.

若是 片利共生 (D)：僅一方受益，另一方族群數應不變或無關。

If it were commensalism (D): only one benefits; the partner's population should stay unaffected.

互利共生 (B)：雙方都受益，兩者族群數能同步上升與下降 → 和圖相符。

Mutualism (B): both benefit, leading to synchronous rise and fall in population sizes → matches the graph.

因此正確答案是 B。
Therefore, the answer is B.

📌 考試提醒 (Exam Tips)
捕食 → 獵物與捕食者族群數 交錯波動。

Predation → prey and predator populations show out-of-phase cycles.

競爭 → 一方增加，另一方應減少。

Competition → increase in one leads to decrease in the other.

平行上升下降，大多指互利共生。

Parallel increase/decrease usually indicates mutualism.",
2033,"📌 答案 (Answer)
D

📌 詳細解釋 第2 (Detailed Explanation Step 2)
圖表顯示同一種植物在高度上有 矮型與高型兩個群體，且中間缺乏過渡型。
The graph shows that the same plant species appears in two groups: dwarf and tall, with no intermediate forms.

A 錯：兩個群體可能是同一物種基因型差異，而非不同物種。

A wrong: The two groups can be different genotypes of the same species, not two different species.

B 錯：矮與高屬於不連續變異（由少數等位基因決定），而連續變異通常由多基因決定。

B wrong: Dwarf and tall are examples of discontinuous variation (few alleles control), while continuous variation is usually polygenic.

C 錯：樣本多達 100，仍未出現中間型，證明基因型不會產生中間株，並非因為抽樣不足。

C wrong: 100 samples yet no intermediates → proves genotype lacks mid-range plants, not due to insufficient sampling.

D 對：同一種植物在高與矮群體內仍有高度差異 → 屬於連續變異；但在「高 vs 矮」之間完全缺乏過渡 → 屬於不連續變異。

D correct: Within dwarf and tall groups, plant heights vary (continuous variation); but between groups, no intermediates are present (discontinuous variation).

因此答案是 D。
Thus the answer is D.

📌 考試提醒 (Exam Tips)
連續變異：受多基因控制，呈現頻譜（如身高、體重）。

Continuous variation: controlled by many genes, shows a spectrum (e.g., height, weight).

不連續變異：由少數基因決定，表現為明顯分組（如血型、矮 vs 高）。

Discontinuous variation: controlled by a few genes, shows clear categories (e.g., blood type, dwarf vs tall).

同一圖內，若「群體內有變化」+「群體間有斷層」，就是 連續＋不連續並存。

In a single graph, if “within-group variation” + “between-group gap” → continuous + discontinuous coexist.",
2034,"📌 答案 (Answer)
D

📌 詳細解釋 第2 (Detailed Explanation Step 2)
該植物的高度同時表現出 連續變異與不連續變異，所以受到基因與環境的雙重影響。
The plant height shows both continuous and discontinuous variation, meaning it is influenced by both genes and environment.

A 親代高度：影響基因組合，會影響子代植物高度。

A Parent height: Reflects genetic inheritance, influences offspring plant height.

B 光強度：影響光合作用，進而影響植株生長。

B Light intensity: Affects photosynthesis, thus influencing plant growth.

C 染色體的獨立分配：影響基因組合與後代變異，屬遺傳因素。

C Independent assortment of chromosomes: Alters genetic combinations and offspring variation, a genetic factor.

D 氧濃度：植物可藉光合作用自行製造氧氣，外界氧氣濃度對生長影響最小，也無法作用於基因組合。

D Oxygen concentration: Plants produce their own oxygen via photosynthesis; external oxygen has minimal effect on growth and does not affect genetic makeup.

因此，答案是 D。
Therefore, the answer is D.

📌 考試提醒 (Exam Tips)
植物高度變異可同時由遺傳與環境決定。

Plant height variation is determined by both genetics and environment.

光強度影響大；氧氣濃度影響小。

Light intensity has a strong impact; oxygen concentration has little effect.

選項涉及「基因重組」或「親代特徵」通常是重要遺傳因素。

Options about “genetic recombination” or “parent traits” usually indicate major genetic factors.",
2035,"📌 答案 (Answer)
A

📌 詳細解釋 第2 (Detailed Explanation Step 2)
觀察族譜：

個體 14 是正常男性，但他的父母 (個體 8 與 9) 都是受影響者。
Individual 14 is a normal male, but both his parents (8 and 9) are affected.
如果是「常染色體顯性」：
父母各自至少有一條致病等位基因。
他從父母其中一方繼承了一條正常等位基因 → 成為正常人。
✅ 完全符合此模式。
Parents must each have at least one diseased allele.
He inherits one normal allele from either parent → phenotype normal.
✅ Matches autosomal dominant inheritance.
如果是「常染色體隱性」：
若父母都是患者，他們一定是 aa × aa → 子代一定為 aa，不可能出現正常人。
❌ 不符合。
If both parents are affected (aa × aa), then all offspring must be affected (aa).
❌ Not possible.
如果是「X 連鎖隱性」：
母親 (個體 9) 是患者 → 她的所有兒子 (如個體 14) 必定受影響。
❌ 不符合。
Mother (9) affected → all her sons would be affected.
❌ Not possible.
如果是「X 連鎖顯性」：
母親 (個體 9) 是患者 → 兒子有一半機率受影響，一半可能正常。
這雖可能，但父親 (個體 8) 也是患者（男性只有一個 X），表示他必定把致病基因傳給所有女兒 → 但圖中不一定全部符合。
綜合來看，族譜最合理為常染色體顯性。
Mother (9) affected → sons have 50% chance affected.
Father (8) affected (male, one X) → would transmit mutant allele to all daughters.
Not fully consistent with diagram.
因此，最合理的答案：A「常染色體顯性」。
Therefore, the most reasonable answer: A Autosomal dominant.

📌 考試提醒 (Exam Tips)
常染色體隱性：兩患者→子代必定患者。

Autosomal recessive: two affected → ALL offspring affected.

X 連鎖隱性：母親患者 → 所有兒子都會受影響。

X-linked recessive: affected mother → all sons affected.

X 連鎖顯性：父親患者 → 所有女兒必受影響。

X-linked dominant: affected father → all daughters must be affected.

碰到「父母皆患病，子女有人正常」→ 幾乎就是 常染色體顯性。

If “both parents affected but a child is normal” → almost always autosomal dominant.",
2036,"📌 答案 (Answer)
C（0.5）

📌 詳細解釋 第2 (Detailed Explanation Step 2)
已知這種遺傳病屬 常染色體顯性 或 X 連鎖顯性。
It is known the disease is either autosomal dominant or X-linked dominant.

個體 3 和個體 4 都是「正常」，所以他們的基因型必為 隱性純合 (aa 或 X^aX^a / X^aY)。
Individuals 3 and 4 are both ""unaffected,"" so their genotype must be homozygous recessive (aa or X^aX^a / X^aY).
因此，他們的所有後代也都將是隱性純合（正常），所以 機率 100% 正常。
因此這題轉而在問——其中有多少會是「正常男性」。
Thus, all their offspring will be homozygous recessive (normal). So the only variation is whether the child is male or female.

生育一個男嬰的機率 = 0.5

Probability of a baby being male = 0.5

因為一定是正常基因型，所以「正常男性」機率 = 1 × 0.5 = 0.5

Since the genotype must be normal, probability of “normal male” = 1 × 0.5 = 0.5

📌 考試提醒 (Exam Tips)
常顯 / X 連顯：正常個體必為隱性純合，基因型沒有隱藏致病等位基因。

Autosomal/X-linked dominant: Unaffected individuals must be homozygous recessive.

題目問「正常男性」時，要分成兩步：
1️⃣ 是否正常？（基因學判斷）
2️⃣ 是否男性？（性別機率 50%）

When asked “normal male,” think in two steps:
1️⃣ Genotype normal? (genetics)
2️⃣ Male sex? (50% probability)",
20p101,"📌 參考答案 
 (a)
含有光合作用色素的構造是 B 和 C。
The structures that contain photosynthetic pigments are B and C. (1)

(b)
構造 C 產生卡爾文循環使用的中間物質為 ATP 及 NADPH / NADPH⁺ / NADPH₂ / 還原 NAD。
The intermediate products produced by structure C for use in the Calvin cycle are ATP and NADPH / reduced NAD. (1)

(c)
 二氧化碳受體的再生 (Regeneration of CO₂ acceptor) :階段 II (Phase II) 

 三碳化合物的還原 (Reduction of 3‑carbon compound) :階段 I (Phase I) 

 二氧化碳固定 (Carbon fixation):階段 III (Phase III) ",
20p102,"📌 參考答案
(a)
理由 1：
能量在營養級之間會經呼吸作用、排泄物等流失。
Energy is lost between trophic levels through respiration and excretion.

所以，營養級愈高，可用於支持生長的能量愈少。
Therefore, less energy is available for growth at higher trophic levels.

導致生物量下降。
Thus, the total biomass decreases.

理由 2：
捕食者不會進食獵物身體的所有部分。
Predators do not consume all parts of their prey.

所以總生物量會隨著營養級升高而減少。
Hence, the total biomass decreases with increasing trophic level.

📌 (b)
鯊魚滅絕後，次級消費者不會被捕食。
If sharks become extinct, the secondary consumers will no longer be eaten.

因此，次級消費者的族群數目會上升。
Therefore, their population will increase.

當次級消費者數目上升時，便會捕食更多初級消費者。
As their number grows, they will prey on more primary consumers.

令初級消費者的族群數目下降。
This causes a decline in the population of primary consumers.

由於初級消費者減少，生產者的族群數目會增加及過剩。
As the primary consumers decrease, producers will become more abundant and overpopulate.",
20p103,"📌 參考答案
 (a)(i)
視桿細胞和視錐細胞。
Rod cells and cone cells.

📌 (a)(ii)
運動神經元。
Motor neurons.

📌 (b)
當受到強光刺激時，虹膜環肌收縮而虹膜放射肌放鬆。
When stimulated by strong light, the circular muscles of the iris contract while the radial muscles relax.

導致瞳孔收縮。
This causes the pupil to constrict.

這減少光線進入眼中。
This reduces the amount of light entering the eye.

防止強光過度刺激視覺感受器或令其受損。
This prevents overstimulation or damage to the photoreceptors.

📌 (c)所有可行答案

這是反射動作。
It is a reflex action.

這是不隨意動作。
It is an involuntary action.

這是既定的反應。
It is a stereotyped response.

這是與生俱來的反應。
It is an inborn action.

此反應不涉及大腦作出決定。
It does not involve the cerebrum in making decisions.
",
20p104,"📌 參考答案
📌 (a)
A：蛋白質。
A: Protein.

B：磷脂。
B: Phospholipid.

📌 (b)(i)
甘油或脂肪酸。
Glycerol or fatty acid.

📌 (b)(ii)
葡萄糖、氨基酸或單糖。
Glucose, amino acid, or simple sugar.

📌 (b)(iii)
小腸腔 → 乳糜管 → 淋巴管 → 大靜脈（鎖骨下靜脈／下腔靜脈）→ 心臟。
Lumen of small intestine → lacteal → lymph vessel → large vein (subclavian vein / vena cava) → heart.
",
20p105,"📌 參考答案
📌 (a)(i)
葉片的失水量。
Amount of water lost by the leaf.

📌 (a)(ii)
由於整個實驗裝置是氣密的，所以水汽只能從葉片表面流失。
Since the experimental setup is airtight, water vapour can only escape from the leaf surface.

水汽透過蒸騰作用由葉片表面進入空氣中。
Water vapour is lost from the leaf surface through transpiration.

化學品 X 會吸收這些水汽，其質量因此上升。
The chemical X absorbs this water vapour, resulting in an increase in its mass.

化學品 X 質量的上升代表葉片流失的水分質量。
The increase in the mass of chemical X indicates the mass of water lost by the leaf.

📌 (b)
所有的葉片種類／所研究的上下表皮的表面積／含水汽的空間體積（任答兩項）。
Type of leaf used / surface area of upper and lower epidermis / volume of air space containing water vapour (any two).

📌 (c)(i)
在鐘形罩 N 內的化學品 X 質量的上升大於鐘形罩 M 內的化學品 X。
The increase in the mass of chemical X in bell jar N is greater than that in bell jar M.

因此，下表皮的失水速率比上表皮的高。
Therefore, the rate of water loss from the lower epidermis is higher than that from the upper epidermis.

📌 (c)(ii)
上表皮和下表皮的氣孔數量不同。
The number of stomata on the upper and lower epidermis is different.

上表皮和下表皮的氣孔密度不同。
The stomatal density of the upper and lower epidermis is different.

上表皮和下表皮的氣孔結構不同。
The stomatal structures of the upper and lower epidermis are different.

上表皮和下表皮的角質層厚度不同。
The thickness of the cuticle on the upper and lower epidermis is different.

📌 (c)(iii)
✅ 組合 A：氣孔數量／密度檢定法
在顯微鏡下以低倍鏡觀察上表皮和下表皮。
Examine the upper and lower epidermis under a microscope at low power.

使用透明膠模或塗指甲油剝膜以取得表皮印痕。
Make a replica of the epidermis using transparent tape or nail polish.

在顯微鏡視野下計算每單位面積的氣孔數目。
Count the number of stomata per unit area under the microscope.

比較上、下表皮的平均氣孔密度。
Compare the mean stomatal densities on the upper and lower epidermis.

✅ 組合 B：氣孔活動示蹤法
把葉片放入熱水中，觀察上、下表皮冒出氣泡的數量。
Immerse the leaf in hot water and observe the number of air bubbles produced on each surface.

每單位面積的氣泡數量反映氣孔分佈密度。
The number of bubbles per unit area reflects the stomatal density.

✅ 組合 C：角質層／氣孔結構比較法
切取葉片橫切片，在顯微鏡下觀察氣孔和角質層的厚薄。
Cut a cross section of the leaf and examine the stomata and cuticle thickness under a microscope.

比較上、下表皮的角質層厚度與氣孔形態差異。
Compare the thickness of the cuticle and the structural appearance of stomata on upper and lower epidermis.",
20p106,"📌 參考答案
📌 (a)(i)
硝化細菌。
Nitrifying bacteria.

📌 (a)(ii)
硝酸鹽以擴散及主動運輸被根細胞吸收。
Nitrates are absorbed by the root cells through diffusion and active transport.

然後藉蒸騰拉力經木質部導管輸送至葉片。
They are transported upward along the xylem vessels by transpiration pull to the leaves.

在葉細胞內，硝酸鹽與光合作用的中間產物結合生成氨基酸。
In the leaf cells, nitrates combine with intermediate products of photosynthesis to form amino acids.

氨基酸用於製造蛋白質。
The amino acids are then used to synthesize proteins.

📌 (b) （任答任兩項均可得滿分）
✅ 可行答案 1：
製造水流可推動氣體交換，增加水中氧氣含量並移除二氧化碳。
Creating a water flow promotes gaseous exchange, increasing oxygen concentration and removing carbon dioxide.

✅ 可行答案 2：
這確保系統內的魚、植物根部或硝化細菌有足夠氧氣以進行呼吸作用。
This ensures sufficient oxygen for respiration of fish, plant roots, or nitrifying bacteria.

✅ 可行答案 3：
提供氧氣以促進有機廢物的分解或無機化作用。
Provide oxygen for decomposition or mineralization of organic waste.

✅ 可行答案 4：
提供氧氣以進行硝化作用。
Supply oxygen to carry out nitrification.

📌 (c)
（本題有兩條互相替代的可行思路，任答其中一條完整鏈可得滿分）

✅ 版本一：以氨積累為主線
當外池添加過量飼料時，產生的排泄物與剩餘食物增加。
When extra food is added, more excreta and leftover feed accumulate.

魚生產的氨量增加。
The amount of ammonia produced by the fish increases.

細菌無法及時把所有氨轉化為硝酸鹽。
The bacteria fail to convert all ammonia to nitrates.

結果氨在水中積聚，濃度上升。
As a result, ammonia accumulates in the water and its concentration rises.

當濃度達至有毒水平時，魚會因中毒而死亡。
When the ammonia reaches a toxic level, the fish will die from poisoning.

✅ 版本二：以腐敗分解為主線
魚吃不完的食物或排泄物殘留在水中，形成有機廢物。
Unconsumed food and faeces remain in the water as organic waste.

腐敗細菌分解這些過多的有機物時產生氨。
Putrefying bacteria decompose the organic matter and produce ammonia.

氨逐漸在水中積聚，濃度上升。
The ammonia gradually accumulates in the water, increasing in concentration.

當氨濃度達致有毒水平時，魚會被毒死。
When the ammonia concentration becomes lethal, the fish will die.",
